title,date,venue,price,organizer,description,image_url,concert_link,location,event_type
Christmas Classics,12/13/2025 19:30,Royal Festival Hall,See Website for more details,Christmas Classics,See Website for more details,https://s1.ticketm.net/dam/a/1a0/95d7906c-36ee-4c31-99d5-de4f9b5a91a0_SOURCE,https://www.ticketmaster.co.uk/christmas-classics-london-13-12-2025/event/1F0062ACD2AA4F67,"London, Great Britain",Classical - Classical/Vocal
The Muppet Christmas Carol In Concert with the Minnesota Orchestra,12/13/2025 20:00,Orchestra Hall-MN,See Website for more details,Minnesota Orchestra,See Website for more details,https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A74kvd,"Minneapolis, United States Of America",Classical - Classical/Vocal
The Best of Broadway: The Music of Andrew Lloyd Webber & More,12/14/2025 2:30,ASU Kerr,See Website for more details,Terry Barber,"Spend an unforgettable evening with the music of Andrew Lloyd Webber and more, performed by internationally acclaimed countertenor Terry Barber. With hits from CATS, Jesus Christ Superstar, Evita, Phantom of the Opera, Les Miserables, Hamilton, and more, Barber brings powerful vocals and fresh interpretations to Broadway's greatest moments. Known for his rare vocal range and vibrant stage presence, Barber has performed around the world, from the Metropolitan Opera to Moscow's Svetlanov Hall, and was a member of the Grammy-winning group Chanticleer. He has recorded with artists like Madonna, Jewel, Chaka Khan, Cyndi Lauper, and the London Philharmonic. His recent tour celebrating the music of Freddie Mercury was considered for eight Grammy nominations. The Atlanta Journal-Constitution says, ""Barber has Star Quality.""",https://s1.ticketm.net/dam/e/280/e3db4902-8206-4d30-af5a-701ea5e7d280_EVENT_DETAIL_PAGE_16_9.jpg,https://www.ticketmaster.com/the-best-of-broadway-the-music-scottsdale-arizona-12-13-2025/event/19006291887316FD,"Scottsdale, United States Of America",Classical - Classical/Vocal
"Holidays in Tucson : Calexico, UA Dance & Tucson Symphony Orchestra",12/14/2025 2:30,Linda Ronstadt Music Hall,See Website for more details,Tucson Symphony Orchestra,"Tucson Symphony Orchestra José Luis Gomez, conductor University of Arizona School of Dance Calexico Dance and rock and carols, oh my! Spend your holidays with the TSO and some familiar Tucson faces. UA Dance performs to Duke Ellington's big band version of the Nutcracker, and local favorites Calexico return for another TSO collaboration to close out the concert with a combination of their classics and holiday favorites. It's the holidays like only the Old Pueblo can do!",https://s1.ticketm.net/dam/e/252/7474df93-7ff7-422c-a83c-05de295a6252_CUSTOM.jpg,https://www.ticketmaster.com/holidays-in-tucson-calexico-ua-dance-tucson-arizona-12-13-2025/event/1900624FCA293B1B,"Tucson, United States Of America",Classical - Symphonic
Auckland Choral: Handel's Messiah,12/14/2025 4:00," Great Hall, Auckland Town Hall",See Website for more details,Auckland Choral,"All Tickets are Mobile Ticket Only. Mobile Tickets are like Print-at-Home tickets but instead of having to print off the tickets yourself, you can just show the barcode on your mobile phone. It is the easiest way to access tickets to your events. For more information visit Ticketmaster.co.nz/mobileticket Child Policy: Children under 3 years of age will be admitted free if they are seated on a caregiver's knee. A lap ticket is required for entry, please collect from the Box Office prior to entry.",https://s1.ticketm.net/dam/a/44e/f8002f42-6072-49c3-b663-0234fca4344e_1573211_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.co.nz/auckland-choral-handels-messiah-auckland-14-12-2025/event/24006189F2271A52,"Auckland, New Zealand",Classical - Classical/Vocal
Hampton Roads Philharmonic: HOLIDAY CLASSICS!,12/14/2025 19:00,American Theatre,See Website for more details,See Website for more details,"It's An Orchestral Christmas! Familiar and new composers alike featured as well as commissioned new works make for an unforgettable afternoon! Steven Brindle, conductor. Audience: all ages and appreciators of great instrumentalists No Refunds/No Exchanges",https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/hampton-roads-philharmonic-holiday-classics-hampton-virginia-12-14-2025/event/010062CEFB797962,"Hampton, United States Of America",Classical - Symphonic
Holiday Brass,12/15/2025 1:30,Schermerhorn Symphony Center,See Website for more details,Holiday Brass,See Website for more details,https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7b4x4,"Nashville, United States Of America",Classical - Classical/Vocal
The Music of Zimmer vs Williams,12/18/2025 18:30,The Brighton Centre,See Website for more details,Zimmer vs Williams,"Doors open at 6:30pm, show starts at 7:30pm",https://s1.ticketm.net/dam/a/600/6df7eb03-7662-4d4e-abe3-a44cd9c02600_1069711_CUSTOM.jpg,https://www.ticketmaster.co.uk/the-music-of-zimmer-vs-williams-brighton-18-12-2025/event/3E0062B5C4DD1678,"Brighton, Great Britain",Classical - Symphonic
Auckland Philharmonia: Christmas Cheer,12/19/2025 6:30," Great Hall, Auckland Town Hall",See Website for more details,Auckland Philharmonia,"All Tickets are Mobile Ticket Only. Mobile Tickets are like Print-at-Home tickets but instead of having to print off the tickets yourself, you can just show the barcode on your mobile phone. It is the easiest way to access tickets to your events. For more information visit Ticketmaster.co.nz/mobileticket Child Policy: This performance is not suitable for children under six years old. Children under the age of 16 must be accompanied by an adult at all APO events. Auckland Philharmonia is bringing the joy of Christmas to the Auckland Town Hall in 2025. Music is at the heart of any celebration, and the perfect way to kick off the holiday season. The amazing Awhimai Fraser and Nic Kyle together with The Graduate Choir will lift your spirits with a fantastic festive blend of orchestral classics, modern Christmas favourites and traditional seasonal carols. Join Auckland Philharmonia, share the music and (even) sing-along with wh?nau and friends at this special time of year.",https://s1.ticketm.net/dam/a/8ae/34945ea3-f098-42fc-a832-bee65f2d18ae_SOURCE,https://www.ticketmaster.co.nz/auckland-philharmonia-christmas-cheer-auckland-19-12-2025/event/2400619392A40BB9,"Auckland, New Zealand",Classical - Symphonic
Celine Byrne: Christmas Celebration,12/19/2025 19:30,Gleneagle Arena,See Website for more details,Celine Byrne,See Website for more details,https://s1.ticketm.net/dam/a/a3d/c436c306-1ae1-40b4-bbb7-ad4775ecca3d_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.ie/celine-byrne-christmas-celebration-co-kerry-19-12-2025/event/1800627ADED98C48,"Co. Kerry, Ireland",Classical - Classical/Vocal
Handel's Messiah with the New Jersey Symphony,12/20/2025 0:30,Richardson Auditorium - NJ,See Website for more details,Handel's Messiah,See Website for more details,https://s1.ticketm.net/dam/a/44b/e4f744be-e617-4a23-92bd-e78dd99b744b_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7b_Z0,"Princeton, United States Of America",Classical - Symphonic
Handel's Messiah w/ Nashville Symphony,12/20/2025 1:30,Schermerhorn Symphony Center,See Website for more details,Handel's Messiah,See Website for more details,https://s1.ticketm.net/dam/a/44b/e4f744be-e617-4a23-92bd-e78dd99b744b_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7b4x9,"Nashville, United States Of America",Classical - Symphonic
Avond van De Filmmuziek: The Christmas Edition,12/20/2025 19:00,Ziggo Dome,See Website for more details,Avond van De Filmmuziek,See Website for more details,https://s1.ticketm.net/dam/a/16c/1a36c85a-a173-47f6-b843-d05c427f516c_SOURCE,https://www.ticketmaster.nl/event/avond-van-de-filmmuziek-the-christmas-edition-tickets/1866365307?language=en-us,"Amsterdam, Netherlands",Classical - Classical/Vocal
Messiah : Tucson Symphony Orchestra,12/20/2025 21:00,Catalina Foothills High School,See Website for more details,Tucson Symphony Orchestra,"Tucson Symphony Orchestra Nicholas McGegan, conductor Nola Richardson, soprano Sara Couden, mezzo-soprano Thomas Cooley, tenor Paul Max Tipton, bass-baritone TSO Chorus Handel: Messiah",https://s1.ticketm.net/dam/e/5d7/9adf38cf-ebf1-4e63-8f02-54171bc915d7_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.com/messiah-tucson-symphony-orchestra-tucson-arizona-12-20-2025/event/19006242F8B633A3,"Tucson, United States Of America",Classical - Symphonic
Chicago Philharmonic Orchestra w/ The Holiday - Film With Live Orchestra,12/21/2025 1:30,Auditorium Theatre - IL,See Website for more details,Chicago Philharmonic Orchestra,See Website for more details,https://s1.ticketm.net/dam/a/607/08e4fe2e-dae5-4c00-ae76-8f3dfbff5607_1632911_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7owqN,"Chicago, United States Of America",Classical - Classical/Vocal
Ranskalainen jouluyö,12/21/2025 16:00,See Website for more details,See Website for more details,Fibo,See Website for more details,https://s1.ticketm.net/dam/a/a52/680606d1-8bc0-496e-80ea-fe5f72969a52_RETINA_PORTRAIT_3_2.jpg,https://www.ticketmaster.fi/event/ranskalainen-jouluyo-tickets/569929117?language=en-us,"Helsinki, Finland",Classical - Classical/Vocal
Salute To Vienna New Year's Concert,12/28/2025 19:30,FirstOntario Concert Hall,See Website for more details,Salute To Vienna,"To purchase 15 or more tickets, please contact groupsales@firstontarioconcerthall.ca for more information",https://s1.ticketm.net/dbimages/221679a.jpg,https://www.ticketmaster.ca/salute-to-vienna-new-years-concert-hamilton-ontario-12-28-2025/event/100062CA16195724,"Hamilton, Canada",Classical - Symphonic
THE UNIVERSE OF JOHN WILLIAMS,12/29/2025 18:00,O2 universum,See Website for more details,John Williams,See Website for more details,https://s1.ticketm.net/dam/a/6db/d67d9dc4-a197-4617-9872-d5fef466a6db_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.cz/event/the-universe-of-john-williams-tickets/788169072?language=en-us,"Praha 9, Czech Republic",Classical - Classical/Vocal
Helmut Lotti Goes Classic,12/30/2025 19:00,Trixxo Theater Hasselt,See Website for more details,Helmut Lotti,See Website for more details,https://s1.ticketm.net/dam/a/729/615d2a77-a0ce-4101-b600-b989aa989729_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.be/event/helmut-lotti-goes-classic-tickets/1797153601,"Hasselt, Belgium",Classical - Classical/Vocal
Philadelphia Orchestra Presents Disney's Fantasia in Concert,1/3/2026 0:30,Marian Anderson Hall - Kimmel Center,See Website for more details,Disney's Fantasia Live in Concert,See Website for more details,https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RECOMENDATION_16_9.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7b600,"Philadelphia, United States Of America",Classical - Symphonic
Lord of the Rings: The Fellowship of the Ring - In Concert,1/3/2026 2:30,Southern Alberta Jubilee Auditorium,See Website for more details,Lord of the Rings: The Fellowship of the Ring - In Concert,"Experience Howard Shore's Academy Award-winning score performed live to the epic motion picture in HD. The 250 musicians on stage from the FILMharmonique Orchestra and Choir will transport you to the heart of Middle-earth in the quest of the Fellowship of the Ring. Original film will be shown with English subtitles. Producer / Presenter: GFN Productions & FILMharmonique Orchestra Rated AA: Passed as suitable only for exhibition to persons of fourteen years and over. Duration: First act: 94 min, Intermission: 20 min, Second act: 85 min The Lord of the Rings, the characters, names and places therein are trademarks of (TM) The Saul Zaentz Co., d/b/a Tolkien Enterprises under license to New Line Productions, Inc. All rights reserved.",https://s1.ticketm.net/dam/e/9bc/ba70661f-db6a-4f3e-8d2d-a47d75c8c9bc_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.ca/lord-of-the-rings-the-fellowship-calgary-alberta-01-02-2026/event/110062468D891C8D,"Calgary, Canada",Classical - Symphonic
"The Lord of The Rings, The Hobbit & The War of the Rohirrim in concert",1/5/2026 19:00,Capitole Gent,See Website for more details,The Music Of The Lord Of The Rings and The Hobbit,See Website for more details,https://s1.ticketm.net/dam/a/a8b/33a8728f-24d3-4172-b8f3-739ba3a9fa8b_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.be/event/the-lord-of-the-rings-the-hobbit--the-war-of-the-rohirrim-in-concert-tickets/2018708442,"Ghent, Belgium",Classical - Classical/Vocal
Rock Sympho Show by Prime Orchestra,1/5/2026 19:00,Stadsschouwburg Antwerpen,See Website for more details,Prime Orchestra - Rock Sympho Show,See Website for more details,https://s1.ticketm.net/dam/a/df7/18472e8b-54f8-41c0-b18c-337ae5aa4df7_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://www.ticketmaster.be/event/rock-sympho-show-by-prime-orchestra-tickets/335375170,"Antwerp, Belgium",Classical - Pop
The Music of Hans Zimmer - A Celebration of Film Music,1/6/2026 19:00,Capitole Gent,See Website for more details,THE MUSIC OF HANS ZIMMER & OTHERS – A CELEBRATION OF FILM MUSIC,See Website for more details,https://s1.ticketm.net/dam/a/1ea/5a9e7122-deac-4854-8bdd-b1360792e1ea_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.be/event/the-music-of-hans-zimmer-a-celebration-of-film-music-tickets/574220337,"Ghent, Belgium",Classical - Classical/Vocal
Carmina Burana,1/9/2026 19:00,Théâtre de Beaulieu,See Website for more details,Carmina Burana - Carl Orff,See Website for more details,https://s1.ticketm.net/dam/a/5e7/99cb5e82-6351-4b55-a892-e4bf0a5c15e7_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.ch/event/carmina-burana-tickets/1603804628?language=en-us,"Lausanne, Switzerland",Classical - Ballet
NieR: Piano Concert - Journeys 12025 -,1/10/2026 1:00,National Arts Centre / Centre national des Arts,See Website for more details,NieR: Piano Concert,"Square Enix and Overlook Events are delighted to present ""NieR:Piano Concert Journeys 12025 "", the official recital celebrating the 15th anniversary of the NieR game series! Entirely conceived by the teams at Square Enix Music and composer Keiichi Okabe, ""NieR:Piano Concert Journeys 12025 "" invites you on an intense musical journey, highlighting the emotional and evocative power of the piano. Through brand-new arrangements, this recital revisits the iconic music from NieR:Automata, Re[in]carnation, and NieR Replicant ver.1.22474487139, elevating their renowned melodies while harnessing the extraordinary capabilities of the virtuoso piano and its unparalleled expressive range.",https://s1.ticketm.net/dam/e/a35/91ba5a2d-643e-4f2d-80ed-227548b21a35_CUSTOM.jpg,https://www.ticketmaster.ca/nier-piano-concert-journeys-12025-ottawa-ontario-01-09-2026/event/31006281E8265DE8,"Ottawa, Canada",Classical - Symphonic
Haydn's Farewell : Tucson Symphony Orchestra,1/10/2026 21:00,Catalina Foothills High School,See Website for more details,Tucson Symphony Orchestra,"Tucson Symphony Orchestra José Luis Gomez, conductor Paola Prestini: (TSO Commission) Gabriela Lena Frank: Concertino Cusqueño Villa-Lobos: Bachianas Brasileiras No. 9 Haydn: Overture to L'isola disabitata Haydn: Symphony No. 45, ""Farewell""",https://s1.ticketm.net/dam/e/005/679e9aeb-619c-4ab7-b9fb-226e960e1005_EVENT_DETAIL_PAGE_16_9.jpg,https://www.ticketmaster.com/haydns-farewell-tucson-symphony-orchestra-tucson-arizona-01-10-2026/event/1900623B0B5334FD,"Tucson, United States Of America",Classical - Symphonic
